Name,Symbol,Mint Address,CoinGecko ID,Current Price (USD),Market Cap (USD),Total Volume (USD),Price Change 24h (%),Launch Date,Categories,DEX Volume (USD),DEX Liquidity (USD)
Saros,SAROS,SarosY6Vscao718M4A778z4CGtvcwcGef5M9MEH1LGL,saros-finance,0.119167,312876372.0,1924054.0,1.78809,,"Solana Ecosystem, Payment Solutions, Viction Ecosystem","{'m5': '4.3091370257', 'm15': '10.7868132332', 'm30': '12.3653734942', 'h1': '2241.6972636547', 'h6': '5087.0612276805', 'h24': '21073.0569168558'}",
American Coin,USA,69kdRLyP5DTRkpHraaSZAQbWmAwzF9guKjZfzMXzcbAs,american-coin,1.03e-06,11988057.0,957076.0,2.82813,,"Solana Ecosystem, Meme, Solana Meme, Parody Meme, Country-Themed Meme, Murad Picks","{'m5': '135.4700355129', 'm15': '272.5465144743', 'm30': '292.1617130286', 'h1': '815.0137926694', 'h6': '31138.0385441653', 'h24': '133229.45629224'}",
Myro,$MYRO,HhJpBhRRn4g56VsyLuT8DL5Bv31HkXqsrahTTUCZeZg4,myro,0.01143503,11405656.0,6138848.0,0.47272,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, GMCI Meme Index, GMCI Index","{'m5': '0.0', 'm15': '2270.735891452', 'm30': '3385.6091498733', 'h1': '5095.4676767119', 'h6': '25710.2740289631', 'h24': '460185.728279727'}",
Tensor,TNSR,TNSRxcUxoT9xBG3de7PiJyTDYu7kskLqcpddxnEJAS6,tensor,0.126769,42377133.0,7441201.0,-0.08994,,"NFT, Solana Ecosystem, NFT Marketplace","{'m5': '401.0309873216', 'm15': '2542.063134158', 'm30': '3617.6599702794', 'h1': '4911.6802633251', 'h6': '18435.4189793112', 'h24': '151296.775702813'}",
aixbt by Virtuals (Wormhole),AIXBT,14zP2ToQ79XWvc7FQpm4bRnp9d6Mp1rFfsUW3gpLcRX,aixbt,0.081245,69376394.0,31262457.0,-6.14893,,"Solana Ecosystem, Meme, Base Ecosystem, AI Meme, AI Agents, Virtuals Protocol Ecosystem, Binance Alpha Spotlight, DeFAI","{'m5': '936.381038041', 'm15': '2855.5033975597', 'm30': '3026.8101723822', 'h1': '6854.821602968', 'h6': '48983.7613642617', 'h24': '346190.929547194'}",
Cloud,CLOUD,CLoUDKc4Ane7HeQcPpE3YHnznRxhMimJ4MyaUqyHFzAu,sanctum-2,0.070651,12694483.0,1364959.0,-4.17348,,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Governance Tokens, Liquid Staking","{'m5': '478.0025585742', 'm15': '478.8218332373', 'm30': '522.246428279', 'h1': '522.4541837344', 'h6': '9631.6539006117', 'h24': '38356.2477198178'}",
Bertram The Pomeranian,Bert,HgBRWfYxEfvPhtqkaeymCQtHCrKE46qQ43pKe8HCpump,bertram-the-pomeranian,0.01005574,9805941.0,1295624.0,-3.86452,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Pump.fun Ecosystem","{'m5': '76.1814844782', 'm15': '245.3900116821', 'm30': '343.0545242854', 'h1': '796.5579530058', 'h6': '12625.1369780476', 'h24': '131383.058540823'}",
Purple Bitcoin,PBTC,HfMbPyDdZH6QMaDDUokjYCkHxzjoGBMpgaUvpLWGbF5p,purple-bitcoin,0.098851,0.0,267933.0,-20.86033,,"Decentralized Finance (DeFi), Solana Ecosystem","{'m5': '0.0', 'm15': '120.9980492216', 'm30': '713.7242659085', 'h1': '997.2542876205', 'h6': '8200.3632836528', 'h24': '96289.5793448731'}",
just buy $1 worth of this coin,$1,GHichsGq8aPnqJyz6Jp1ASTK4PNLpB5KrD6XrfDjpump,just-buy-1-worth-of-this-coin,0.00756593,7624888.0,1096543.0,3.9038,,"Solana Ecosystem, Meme, Solana Meme, Parody Meme, Pump.fun Ecosystem","{'m5': '161.9390457805', 'm15': '1878.9760167203', 'm30': '2219.5965593841', 'h1': '2437.659449788', 'h6': '28432.4117494948', 'h24': '251589.569499877'}",
Nosana,NOS,nosXBVoaCTtYdLvKY6Csb4AC8JCdQKKAaWYtx2ZMoo7,nosana,0.657587,54707382.0,503027.0,0.96902,,"Artificial Intelligence (AI), Solana Ecosystem, DePIN","{'m5': '4.2094912379', 'm15': '4.3450944216', 'm30': '877.0876977786', 'h1': '1666.8168887922', 'h6': '14571.7975868863', 'h24': '105489.101803243'}",
Non-Playable Coin (Wormhole),NPC,BeGY8KqKxboEwRbJd1q9H2K829jS4Rc5dEyNMYXCbV5p,non-playable-coin,0.01364381,110056329.0,4084548.0,-5.59775,,"NFT, BNB Chain Ecosystem, Solana Ecosystem, Meme, Ethereum Ecosystem, Base Ecosystem, Hybrid Token Standards, Wojak-Themed","{'m5': '0.0', 'm15': '6649.4305763039', 'm30': '7581.7472291735', 'h1': '21530.0452592878', 'h6': '87255.227902593', 'h24': '398887.610784029'}",
yesnoerror,YNE,7D1iYWfhw2cr9yBZBFE6nZaaSUvXHqG5FizFFEZwpump,yne,0.00974595,9707707.0,2524875.0,-1.0703,,"Artificial Intelligence (AI), Solana Ecosystem, Decentralized Science (DeSci), AI Agents, Pump.fun Ecosystem, Binance Alpha Spotlight, Made in USA","{'m5': '64.2084846328', 'm15': '1076.1168607359', 'm30': '2158.3088020613', 'h1': '2169.932266107', 'h6': '28070.9934006182', 'h24': '143504.557192949'}",
DOGE AI,DOGEAI,9UYAYvVS2cZ3BndbsoG1ScJbjfwyEPGxjE79hh5ipump,dogeai-2,0.00689267,5198934.0,1208376.0,-0.05122,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, Dog-Themed, AI Agents, Pump.fun Ecosystem","{'m5': '146.0688887994', 'm15': '146.0688887994', 'm30': '146.0688887994', 'h1': '526.1334409764', 'h6': '30216.8230615136', 'h24': '345175.143214467'}",
HONEY,HONEY,4vMsoUT2BWatFweudnQM1xedRLfJgJ7hswhcpz4xgBTy,hivemapper,0.02559306,106137401.0,428511.0,-0.38684,,"Solana Ecosystem, DePIN, Multicoin Capital Portfolio, Made in USA","{'m5': '34235.8215646591', 'm15': '113333.570639403', 'm30': '127542.239085351', 'h1': '151007.061474715', 'h6': '610122.709633536', 'h24': '2736458.94471964'}",
DISTRIBUTE,DISTRIBUTE,Ddm4DTxNZxABUYm2A87TFLY6GDG2ktM2eJhGZS3EbzHM,distribute,0.00354453,3446080.0,134270.0,54.87262,,"Solana Ecosystem, Launchpad, Solana Token-2022","{'m5': '207.1924693696', 'm15': '208.8123444838', 'm30': '288.2930622983', 'h1': '337.6712478773', 'h6': '10523.0198345718', 'h24': '184091.090740238'}",
Deer Seized by US Government,Baby,6pKHwNCpzgZuC9o5FzvCZkYSUGfQddhUYtMyDbEVpump,deer-seized-by-us-government,0.00052086,517616.0,182074.0,-4.28614,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '3.3601640641', 'm15': '9707.7265874784', 'm30': '19472.0774173345', 'h1': '24101.302754633', 'h6': '191966.949405053', 'h24': '757343.145844318'}",
SLERF,SLERF,7BgBvyjrZX1YKz4oh9mjb8ZScatkkwb8DzFx7LoiVkM3,slerf,0.058354,29147699.0,5231928.0,0.08428,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '4515.31881', 'm15': '4515.31881', 'm30': '4515.31881', 'h1': '8080.3337913054', 'h6': '98345.8060164276', 'h24': '978363.17794341'}",
Binance Coin (Portal),BNB,9gP2kCy3wA1ctvYWQk75guqXuHfrEomqydHLtcTCqiLa,binance-coin-wormhole,586.87,0.0,123597.0,-0.91079,,"Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Wormhole Assets, Ethereum Ecosystem, Sui Ecosystem, Terra Classic Ecosystem, Bridged-Tokens","{'m5': '6.9811100127', 'm15': '262.1530576952', 'm30': '1378.1210938196', 'h1': '2364.8841101445', 'h6': '47343.2044242221', 'h24': '124917.310715538'}",
Homo Memetus,HOMO,7Uuzh9JwqF8z3u6MWpQuQJbpD1u46xPDY6PGjwfwTh4o,homo-memetus,0.00067978,668135.0,135757.0,32.26395,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1902.1933650628', 'h24': '28387.8128538566'}",
The Last Play,retire,zGh48JtNHVBb5evgoZLXwgPD2Qu4MhkWdJLGDAupump,the-last-play,0.00105978,1063393.0,112926.0,-17.46348,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '250.37358', 'm30': '346.8009770055', 'h1': '1031.4693354268', 'h6': '12262.5838943427', 'h24': '103290.205728228'}",
Blockasset,BLOCK,NFTUkR4u7wKxy9QLaX2TGvd9oZSWoMo4jqSJqdMb7Nk,blockasset,0.04390949,8719284.0,313519.0,19.77035,,"Gambling (GambleFi), Sports, BNB Chain Ecosystem, Solana Ecosystem, DaoMaker Launchpad, Chiliz Ecosystem","{'m5': '0.0', 'm15': '98.0536560827', 'm30': '98.0536560827', 'h1': '201.7622191956', 'h6': '11972.7552368953', 'h24': '56821.754636548'}",
the misc. u aware?,misc,2ChusVZzi6pUqRyHnNWq27EczqUTacFYjSPg5RiDpump,the-misc-u-aware,0.00055011,543666.0,141011.0,14.09863,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '2478.3263882303', 'm30': '3903.6979670123', 'h1': '5806.6865469076', 'h6': '38302.1069437304', 'h24': '155506.668854682'}",
SAG3.ai by VIRTUALS,SAG3,Gx5dX1pM5aCQn8wtXEmEHSUia3W57Jq7qdu7kKsHvirt,sag3-ai-by-virtuals,0.00200786,431888.0,37136.0,-1.64028,,"Solana Ecosystem, AI Agents, Virtuals Protocol Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '51.5691580158', 'h6': '3958.2945661466', 'h24': '42873.4260704246'}",
StupidCoin,Stupid,9RjwNo6hBPkxayWHCqQD1VjaH8igSizEseNZNbddpump,stupidcoin-2,0.00081798,792817.0,540687.0,-11.85249,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '29.7263085007', 'm15': '5405.8353363786', 'm30': '5827.6052067104', 'h1': '6154.9067234201', 'h6': '13322.6298287849', 'h24': '70054.7682551802'}",
RetardedAPR,RAPR,RAPRz9fd87y9qcBGj1VVqUbbUM6DaBggSDA58zc3N2b,retardedapr,0.587175,0.0,93495.0,-20.45132,,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking","{'m5': '272.9932286211', 'm15': '272.9932286211', 'm30': '286.2220551063', 'h1': '466.2706140029', 'h6': '4108.0389998423', 'h24': '24660.6608037017'}",
VNX Euro,VEUR,C4Kkr9NZU3VbyedcgutU6LKmi6MKz81sx6gRmk5pX519,vnx-euro,1.13,3495508.0,144820.0,-0.31397,,"Crypto-Backed Tokens, Stablecoins, EUR Stablecoin, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Tezos Ecosystem, Stellar Ecosystem, Fiat-backed Stablecoin","{'m5': '143.8131348701', 'm15': '332.4810943318', 'm30': '347.4809652356', 'h1': '573.4783228653', 'h6': '3200.0411108313', 'h24': '42381.4277501907'}",
First Convicted RACCON,FRED,CNvitvFnSM5ed6K28RUNSaAjqqz5tX1rA5HgaBN9pump,first-convicted-raccon,0.00349628,3498185.0,6001946.0,-3.3312,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem, Memorial Themed","{'m5': '0.00002453997', 'm15': '2831.651058506', 'm30': '2875.163134813', 'h1': '3215.4805672545', 'h6': '39073.893653963', 'h24': '139703.826520837'}",
SelfieDogCoin,SELFIE,9WPTUkh8fKuCnepRWoPYLH3aK9gSjPHFDenBq2X1Czdp,selfiedogcoin,0.0018008,1797971.0,76427.0,-8.38197,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, Pump.fun Ecosystem","{'m5': '189.2755063244', 'm15': '1091.0372341188', 'm30': '6679.4276323577', 'h1': '6679.4276323577', 'h6': '14258.8428132763', 'h24': '34099.3827768112'}",
HABIBI,HABIBI,864YJRb3JAVARC4FNuDtPKFxdEsYRbB39Nwxkzudxy46,habibi-sol,0.00128199,1288891.0,90912.0,-7.07014,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed","{'m5': '176.578589671', 'm15': '805.6132459478', 'm30': '1750.7527895129', 'h1': '3118.0141601895', 'h6': '20455.5239528099', 'h24': '82893.0389221663'}",
Aethir Token,ATH,Dm5BxyMetG3Aq5PaG1BrG7rBYqEMtnkjvPNMExfacVk7,aethir,0.02795631,236993940.0,19503780.0,-3.03702,,"Solana Ecosystem, Arbitrum Ecosystem, Impossible Finance Launchpad, Ethereum Ecosystem, DePIN, Animoca Brands Portfolio","{'m5': '0.0', 'm15': '283.7748770684', 'm30': '1821.6351765742', 'h1': '2493.3769726319', 'h6': '22607.3263639661', 'h24': '84044.4785600534'}",
Marinade,MNDE,MNDEFzGvMt87ueuHvVU9VcTqsAP5b3fTGPsHuuPA5ey,marinade,0.084621,34605368.0,1237247.0,-1.13717,,"Solana Ecosystem, Liquid Staking Governance Tokens, Liquid Staking","{'m5': '398.8894195666', 'm15': '3035.3497494112', 'm30': '3850.2944945601', 'h1': '4501.3529357349', 'h6': '9968.4276211552', 'h24': '44639.793188924'}",
Geodnet Token,GEOD,7JA5eZdCzztSfQbJvS8aVVxMFfd81Rs9VvwnocV1mKHu,geodnet,0.202578,64180355.0,380546.0,1.44069,,"Solana Ecosystem, Polygon Ecosystem, DePIN, Pantera Capital Portfolio","{'m5': '303.079382927', 'm15': '303.079382927', 'm30': '413.1970734915', 'h1': '1064.5552316232', 'h6': '4637.0894969674', 'h24': '28252.7061988869'}",
Happy Cat,HAPPY,HAPPYwgFcjEJDzRtfWE6tiHE9zGdzpNky2FvjPHsvvGZ,happycat-2,0.00061539,2057384.0,1392790.0,-7.78014,,"BNB Chain Ecosystem, Solana Ecosystem, Meme, Cat-Themed, Binance Alpha Spotlight","{'m5': '0.0', 'm15': '336.908643285', 'm30': '492.0566265562', 'h1': '796.7480752543', 'h6': '7961.5981155299', 'h24': '41023.2169095718'}",
Mindscraft,MINDS,m1nd2qK91tpBrmX7yREJBc6D2fJ15kfiU9cdvxsSN6x,schizo-terminal,0.00312805,3013126.0,104732.0,50.30612,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, Solana Meme, AI Meme, AI Agents, AI Agent Launchpad","{'m5': '0.0', 'm15': '486.5564160938', 'm30': '1863.5022252375', 'h1': '3789.4150096658', 'h6': '20811.3201272166', 'h24': '157928.750258954'}",
Freya the Chainbreaker,FREYA,AWs2J3buZeyvvSE5pyoFVJQUNKa36g8sbouskt6W9fre,freya-by-virtuals,0.00883507,1930012.0,100823.0,22.19766,,"Artificial Intelligence (AI), Gaming (GameFi), Solana Ecosystem, RPG, Gaming Utility Token, AI Agents, Virtuals Protocol Ecosystem, Binance Alpha Spotlight","{'m5': '0.0', 'm15': '304.7701634292', 'm30': '938.7277442578', 'h1': '1720.823021813', 'h6': '32116.1513113115', 'h24': '136751.92361085'}",
21.co Wrapped Bitcoin,21BTC,21BTCo9hWHjGYYUQQLqjLgDBxjcn8vDt4Zic7TB3UbNE,wrapped-btc-21-co,85809.0,896806.0,70406.0,0.54176,,"Crypto-Backed Tokens, Wrapped-Tokens, Solana Ecosystem, Ethereum Ecosystem","{'m5': '0.0', 'm15': '889.8468170566', 'm30': '889.8468170566', 'h1': '889.8468170566', 'h6': '8768.2126798038', 'h24': '37663.9528704506'}",
Camel Dad,CAMEL,AHeSgUwaAqXLXuoidLWeHMeYVH8SgaHB7QjwG3DZZDw6,camel-dad,0.00042466,3370025.0,76128.0,-1.89073,,"Solana Ecosystem, Meme, AI Meme","{'m5': '39.8986374736', 'm15': '60.8674943213', 'm30': '60.8674943213', 'h1': '1137.937492166', 'h6': '1770.15929362', 'h24': '22726.626413191'}",
ORE,ORE,oreoU2P8bN6jkk3jbaiVxYnG1dCXcYxwhwyK9jSybcp,ore,23.51,5792171.0,88947.0,-2.59264,,"Decentralized Finance (DeFi), Solana Ecosystem","{'m5': '0.0', 'm15': '6.109010935', 'm30': '186.5133721223', 'h1': '234.9102554481', 'h6': '2429.5738760408', 'h24': '40802.1493051464'}",
You Held,POV,QpRvqVMPG4o5y5fARHR6L7aK1x5vdWPQEiEjMkVpump,you-held,0.00085246,849592.0,98122.0,-27.75243,,"Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '80.5341014945', 'm15': '769.8062104671', 'm30': '870.8060582334', 'h1': '1120.6234303286', 'h6': '3924.7052107706', 'h24': '41729.7747163057'}",
Star Atlas DAO,POLIS,poLisWXnNRwC6oBu1vHiuKQzFjGL4XDSu4g9qjz9qVk,star-atlas-dao,0.059897,17077592.0,334025.0,-2.71367,,"Gaming (GameFi), Metaverse, Solana Ecosystem, Gaming Governance Token, Alameda Research Portfolio, Made in USA, MMO","{'m5': '34.9630678449', 'm15': '226.4697467455', 'm30': '6289.9765293622', 'h1': '6551.1367233012', 'h6': '12681.0750069931', 'h24': '54173.1508092064'}",
Binance Staked SOL,BNSOL,BNso1VUJnh4zcfpZa6986Ea66P6TCp59hvtNJ8b1X85,binance-staked-sol,138.08,1103479931.0,2556249.0,-0.88231,,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking","{'m5': '122.1563484942', 'm15': '206.8541933418', 'm30': '228.1582639943', 'h1': '660.3537767365', 'h6': '10594.9053862153', 'h24': '24966.6101981262'}",
San Chan,San,2z1p8xCEjRzpBHjXWrx4tJnz7BFL6z7NnvbCxH7bpump,san-chan,0.00265048,2400035.0,367880.0,-1.723,,"Charity, Solana Ecosystem, Meme, Pump.fun Ecosystem","{'m5': '811.8169381797', 'm15': '1014.475216299', 'm30': '2783.429199125', 'h1': '4962.7794005301', 'h6': '28122.5985465998', 'h24': '111944.975659694'}",
nubcat,nub,GtDZKAqvMZMnti46ZewMiXCa4oXF4bZxwQPoKzXPFxZn,sillynubcat,0.00401357,4007511.0,489421.0,-2.30332,,"Solana Ecosystem, Meme, Solana Meme, Cat-Themed","{'m5': '0.0', 'm15': '2.2693288071', 'm30': '101.209801474', 'h1': '101.209801474', 'h6': '24695.4887350485', 'h24': '70425.714042261'}",
MEMDEX100,MEMDEX,83iBDw3ZpxqJ3pEzrbttr9fGA57tttehDAxoFyR1moon,memdex100,0.004341,4295233.0,258254.0,-6.22189,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '54.1418260453', 'm30': '368.3294620598', 'h1': '657.2736027279', 'h6': '32394.2833711938', 'h24': '104348.113094106'}",
PYTHIA,PYTHIA,CreiuhfwdWCN5mJbMJtA9bBpYQrQF2tCBuZwSPWfpump,pythia,0.01311949,13103892.0,1467901.0,-0.08005,,"Solana Ecosystem, Meme, AI Meme, Pump.fun Ecosystem, Desci Meme, Binance Alpha Spotlight","{'m5': '1690.8716502437', 'm15': '4744.4040987631', 'm30': '5729.85537826', 'h1': '14895.680726512', 'h6': '94075.970851514', 'h24': '544309.518548938'}",
Baby Shark Meme,BABYSHARK,8nKP8Vc72pRZB6bhCy8D1UYf6ZjwYT859i6awyinpump,baby-shark-meme,0.0028596,2425403.0,2254357.0,1.64121,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '101.3060824252', 'm15': '683.2215300328', 'm30': '2017.004600057', 'h1': '3590.8343315481', 'h6': '19865.7717682555', 'h24': '73715.2237137541'}",
StaringAtYou,Grrr,DUhWgHD3KgHHmsYdQdJHDv359bySNzigYcqJ45Gcpump,grrr,0.00269886,2689286.0,65905.0,-6.05749,,"Solana Ecosystem, Meme, Cat-Themed, Pump.fun Ecosystem","{'m5': '188.766045', 'm15': '205.9202492034', 'm30': '235.6538272573', 'h1': '2309.1759866055', 'h6': '20211.7540722114', 'h24': '80853.6978823852'}",
Dank Memes,DANK,GPwwihLa1w9Qsz27SmNrj7aLVnE7pr2cAvHe6aVVpump,dank-memes,0.00083056,824794.0,64156.0,10.98142,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '9.9399261273', 'm15': '9.9399261273', 'm30': '51.6958301067', 'h1': '126.5247439989', 'h6': '8248.7473910387', 'h24': '37430.4155191454'}",
Step,STEP,StepAscQoEioFxxWGnh2sLBDFp9d8rvKz2Yp39iDpyT,step-finance,0.080735,25663951.0,140682.0,2.67906,,"Decentralized Finance (DeFi), Solana Ecosystem, Alameda Research Portfolio","{'m5': '204.5512450671', 'm15': '409.2727704627', 'm30': '1092.8483789334', 'h1': '3109.6660803687', 'h6': '18053.9678683228', 'h24': '92520.0709159712'}",
Node Sphere AI,NSAI,EStrdGdFpZEv8nrMgmWddeEnY6EPf6hWN8yFfbUDpump,node-sphere-ai,0.0010388,1027825.0,102707.0,8.18198,,"Solana Ecosystem, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '9.4605514021', 'm30': '9.4605514021', 'h1': '3342.8472314801', 'h6': '12120.9220700402', 'h24': '107086.275055568'}",
Ondo US Dollar Yield,USDY,A1KLoBrKBde8Ty9qtNQUtq3C2ortoC3u7twggz7sEto6,ondo-us-dollar-yield,1.1,591597399.0,1958410.0,-0.14384,,"Stablecoins, Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Sui Ecosystem, Mantle Ecosystem, Osmosis Ecosystem, Fiat-backed Stablecoin, Yield Tokenization Product, Yield-Bearing Stablecoin","{'m5': '452.8401231448', 'm15': '3290.7031053803', 'm30': '3543.9118651133', 'h1': '3552.8989105776', 'h6': '152057.141132361', 'h24': '455073.189811284'}",
Portal,PORTAL,FMQjDvT1GztVxdvYgMBEde4L54fftFGx9m5GmbqeJGM5,portal-2,0.073717,12286715.0,10845227.0,0.59256,,"Gaming (GameFi), Solana Ecosystem, Ethereum Ecosystem, Gaming Platform","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '0.0', 'h6': '1525.5994102936', 'h24': '62229.8515199739'}",
GMT,GMT,7i5KKsX2weiTkry7jA4ZwSuXGhs5eJBEjY8vVxR4pfRx,stepn,0.04576839,128755650.0,32551833.0,-0.81988,,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Solana Ecosystem, Polygon Ecosystem, Play To Earn, Move To Earn, Ethereum Ecosystem, Binance Launchpad, Gaming Governance Token, Sports Games, Alameda Research Portfolio, YZi Labs (Prev. Binance Labs) Portfolio, Sequoia Capital Portfolio",,
Send,SEND,SENDdRQtYMWaQrBroBrJ2Q53fgVuq95CV9UPGEvpCxa,send-2,0.00970273,9688446.0,618480.0,2.36869,,"Solana Ecosystem, Meme, AI Framework","{'m5': '0.0', 'm15': '0.0', 'm30': '1198.9252966506', 'h1': '4007.969138657', 'h6': '24704.814237523', 'h24': '78036.331938121'}",
Samoyed Coin,SAMO,7xKXtg2CW87d97TXJSDpbD5jBkheTqA83TZRuJosgAsU,samoyedcoin,0.00301747,14282720.0,515327.0,0.84988,,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme","{'m5': '43.3273844443', 'm15': '273.2843990736', 'm30': '287.9565463518', 'h1': '451.0778093794', 'h6': '8290.857417999', 'h24': '28137.5004942662'}",
Glades,GLDS,6uYAMiY8KwDsW9ome5AvadsnNUKF19Evz4QxQ43Dpump,glades,0.00344864,2959791.0,163416.0,-14.52863,,"Solana Ecosystem, Pump.fun Ecosystem, AI Framework","{'m5': '0.0', 'm15': '20.3264717921', 'm30': '20.3264717921', 'h1': '266.7932891827', 'h6': '7201.4562987925', 'h24': '165260.804777715'}",
Media Network,MEDIA,ETAtLmCmsoiEEKfNrHKJ2kYy3MoABhU6NQvpSfij5tDs,media-network,4.04,1010576.0,200463.0,-6.04303,,"Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem","{'m5': '0.0', 'm15': '0.0', 'm30': '0.0', 'h1': '607.3925338953', 'h6': '9851.3180794125', 'h24': '41799.8837325858'}",
Lea AI,LEA,8SpPaFLycx897D6sowPZkEkcNdDahzRZb5itr6D8pump,lea-ai,0.00421963,4155715.0,61668.0,-6.90511,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem, AI Applications","{'m5': '199.5825729726', 'm15': '754.2100460726', 'm30': '1074.5894947418', 'h1': '2123.8929951253', 'h6': '21831.1919854303', 'h24': '91824.6695346092'}",
Boba Oppa,BOBAOPPA,bobaM3u8QmqZhY1HwAtnvze9DLXvkgKYk3td3t8MLva,boba-oppa,0.00043271,8797860.0,210120.0,-4.33252,,"Solana Ecosystem, Meme, Solana Meme","{'m5': '0.0', 'm15': '224.8456247169', 'm30': '224.8456247169', 'h1': '225.2593009888', 'h6': '3856.1509894932', 'h24': '17802.9189418623'}",
HELIO AI,HELIO,E5vSaRkSUDe3ob3KTAzXa6gmCndknzutn4hNtf2Qmoon,helio-2,0.00046414,430280.0,79479.0,-12.9587,,"Analytics, Solana Ecosystem","{'m5': '12.5747095', 'm15': '12.5747095', 'm30': '62.0080251961', 'h1': '94.2588967591', 'h6': '3996.5771371822', 'h24': '22971.8887734218'}",
MAX,MAX,oraim8c9d1nkfuQk9EzGYEUGxqL3MHQYndRw1huVo5h,max-2,0.00438551,4372751.0,1010872.0,1.11082,,"Artificial Intelligence (AI), Solana Ecosystem, Meme, Solana Meme, AI Agents, Oraichain Ecosystem, Pump.fun Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight","{'m5': '0.0', 'm15': '43.7684096685', 'm30': '43.7684096685', 'h1': '111.7141619744', 'h6': '7993.3979366628', 'h24': '60224.1358423507'}",
FAFO,FAFO,BP8RUdhLKBL2vgVXc3n7oTSZKWaQVbD8S6QcPaMVBAPo,fafo,0.00094382,943162.0,936299.0,-10.6978,,"Solana Ecosystem, Meme, Elon Musk-Inspired, Solana Meme, PolitiFi, Celebrity-Themed, Pump.fun Ecosystem, Made in USA","{'m5': '145.4150805507', 'm15': '260.4295018045', 'm30': '354.3192773643', 'h1': '754.4632171232', 'h6': '19554.389626036', 'h24': '137841.76270724'}",
New Ancient DNA Cloned Wolf,REMUS,EiKZAWphC65hFKz9kygWgKGcRZUGgdMmH2zSPtbGpump,new-ancient-dna-cloned-wolf,0.00125106,0.0,3697721.0,-36.7381,,"Solana Ecosystem, Meme, Solana Meme, Pump.fun Ecosystem","{'m5': '3309.9325427049', 'm15': '4928.2520973632', 'm30': '10085.7203952703', 'h1': '13715.1486773281', 'h6': '117669.759813292', 'h24': '858780.575533205'}",
Claude Opus,OPUS,9JhFqCA21MoAXs2PTaeqNQp2XngPn1PgYr2rsEVCpump,opus-2,0.00355289,3540616.0,392244.0,2.09279,,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem, Binance Alpha Spotlight","{'m5': '149.879106', 'm15': '149.879106', 'm30': '401.1028199187', 'h1': '481.6380639837', 'h6': '9370.2833179537', 'h24': '129709.460694286'}",
Memes AI,MemesAI,39qibQxVzemuZTEvjSB7NePhw9WyyHdQCqP8xmBMpump,memes-ai,0.00180231,1802160.0,92332.0,-4.75036,,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem","{'m5': '0.0', 'm15': '2157.8453409014', 'm30': '2287.1399411614', 'h1': '4023.202802973', 'h6': '10514.5330988407', 'h24': '57406.1382686822'}",
